S/N,AMOUNT,ITEM,??,UNIX TIMESTAMP,STATUS,PAYMENT REF,SESSION,,PRINT STATUS,LEVEL,??
21318,25000,CERT,1,1688474517,successful,0GWH2BR4Q,2022/2023,nil,PRINTED,ND,YES
21319,10000,TRANS,1,1688475857,successful,A0PC9G048,2022/2023,nil,PRINTED,HND,NIL
21320,25000,CERT,1,1688476133,successful,86AR95CT7,2022/2023,nil,PRINTED,ND,NIL
21321,25000,CERT,1,1688479397,successful,A25GRH7S0,2022/2023,nil,PRINTED,HND,NIL
21322,10000,TRANS,1,1688481392,successful,G2JRDSC17,2022/2023,nil,PRINTED,ND,NIL
21323,25000,CERT,1,1688488174,successful,S2DTVUCH0,2022/2023,nil,PRINTED,ND,NIL
21324,10000,TRANS,1,1688488540,successful,KV45DU2SH,2022/2023,nil,PRINTED,ND,NIL
21325,25000,CERT,1,1688491727,successful,KH0UQAF97,2022/2023,nil,PRINTED,ND,YES
21326,25000,CERT,1,1688526178,failed,KT7RS0MUG,2022/2023,nil,UNPRINTED,ND,NIL
21327,10000,TRANS,1,1688526319,failed,J1P0HFN9B,2022/2023,nil,UNPRINTED,ND,NIL
21328,10000,TRANS,1,1688534691,successful,BURH7P4SG,2022/2023,nil,PRINTED,HND,NIL
21329,25000,CERT,1,1688544638,successful,FCK9GUA5Q,2022/2023,nil,PRINTED,HND,NIL
21330,25000,CERT,1,1688545138,successful,2S0JU8FH4,2022/2023,nil,PRINTED,ND,NIL
21331,25000,CERT,1,1688546379,successful,PA95HVG0T,2022/2023,nil,PRINTED,ND,NIL
21332,25000,CERT,1,1688546670,successful,6P9BVS8FH,2022/2023,nil,PRINTED,HND,NIL
21333,25000,CERT,1,1688547595,failed,UGA4HVD9R,2022/2023,nil,UNPRINTED,HND,NIL
21334,25000,CERT,1,1688547716,successful,0RBHWSFM2,2022/2023,nil,PRINTED,ND,YES
21335,25000,CERT,1,1688548599,successful,ANF9TRS67,2022/2023,nil,PRINTED,HND,YES
21336,25000,CERT,1,1688549254,successful,WP9SEQD1F,2022/2023,nil,UNPRINTED,HND,YES
21337,25000,CERT,1,1688549663,failed,JT95284RH,2022/2023,nil,UNPRINTED,HND,NIL
21338,25000,CERT,1,1688552429,successful,7WBS0PJ45,2022/2023,nil,UNPRINTED,ND,NIL
21339,25000,CERT,1,1688552932,successful,E1QBSP008,2022/2023,nil,UNPRINTED,ND,NIL
21340,25000,CERT,1,1688555734,successful,AF78RDN4J,2022/2023,nil,PRINTED,HND,YES
21341,25000,CERT,1,1688558460,successful,5T0PACGNV,2022/2023,nil,PRINTED,ND,NIL
21342,25000,CERT,1,1688559380,successful,CRG6AP4Q0,2022/2023,nil,PRINTED,ND,YES
21343,25000,CERT,1,1688579397,successful,SJCT4NV86,2022/2023,nil,PRINTED,ND,YES
21344,10000,TRANS,1,1688696337,successful,0BN87G4TM,2022/2023,nil,UNPRINTED,ND,NIL
21345,25000,CERT,1,1688573867,successful,DG9TV5F2H,2022/2023,nil,PRINTED,HND,NIL
21367,25000,CERT,1,1688653804,successful,HCE5N147R,2022/2023,nil,PRINTED,ND,NIL
21346,25000,CERT,1,1691675311,successful,0EF1KGNSP,2022/2023,nil,PRINTED,ND,NIL
21348,25000,CERT,1,1688580409,successful,BE7DSPNUJ,2022/2023,nil,PRINTED,HND,NIL
21347,25000,CERT,1,1688639447,successful,1G90P2FA0,2022/2023,nil,PRINTED,HND,YES
21349,10000,TRANS,1,1688580759,successful,DUTSRM8WG,2022/2023,nil,PRINTED,HND,NIL
21350,10000,TRANS,1,1688581879,successful,7M2B6U1AD,2022/2023,nil,PRINTED,HND,NIL
21351,25000,CERT,1,1688583489,successful,5JVA2N079,2022/2023,nil,PRINTED,ND,YES
21352,10000,TRANS,1,1688583654,successful,1NEQDCJ20,2022/2023,nil,PRINTED,ND,YES
21353,25000,CERT,1,1688585152,successful,68U7F4RHQ,2022/2023,nil,PRINTED,ND,NIL
21354,25000,CERT,1,1688619121,successful,W1D60HKGB,2022/2023,nil,PRINTED,ND,NIL
21355,10000,TRANS,1,1688631944,successful,7EFSM51WB,2022/2023,nil,PRINTED,ND,NIL
21356,10000,TRANS,1,1688632293,successful,87RBWEG00,2022/2023,nil,PRINTED,HND,NIL
21357,25000,CERT,1,1688632993,successful,D2S01MUR8,2022/2023,nil,UNPRINTED,HND,YES
21358,25000,CERT,1,1688635243,successful,0HP5CBJ2K,2022/2023,nil,PRINTED,ND,YES
21359,25000,CERT,1,1688635460,successful,VE9QH0FN2,2022/2023,nil,PRINTED,HND,NIL
21360,25000,CERT,1,1688635460,successful,H81QTFK5U,2022/2023,nil,PRINTED,ND,NIL
21361,25000,CERT,1,1688636973,successful,96M7D58FR,2022/2023,nil,PRINTED,HND,NIL
21362,10000,TRANS,1,1688637285,successful,46BVA79P1,2022/2023,nil,PRINTED,ND,NIL
21363,25000,CERT,1,1688641121,successful,R0W9VGA4N,2022/2023,nil,PRINTED,HND,YES
21364,25000,CERT,1,1688642608,successful,DTKE6SMVQ,2022/2023,nil,PRINTED,ND,YES
21365,25000,CERT,1,1688643031,successful,NKEFW0026,2022/2023,nil,PRINTED,HND,YES
21366,25000,CERT,1,1688644605,successful,5DHG0EBM2,2022/2023,nil,PRINTED,ND,YES
21368,25000,CERT,1,1688654239,successful,VT19N5B4Q,2022/2023,nil,PRINTED,HND,NIL
21369,25000,CERT,1,1688711758,successful,2TG0H8NE0,2022/2023,nil,PRINTED,HND,YES
21370,25000,CERT,1,1688721484,successful,47DQPNM9R,2022/2023,nil,PRINTED,ND,YES
21371,10000,TRANS,1,1688726477,failed,4EGV12UP0,2022/2023,nil,UNPRINTED,ND,NIL
21372,10000,TRANS,1,1688726535,successful,4EGV12UP0,2022/2023,nil,PRINTED,ND,YES
21373,25000,CERT,1,1688728245,successful,1BA6KSWMT,2022/2023,nil,PRINTED,ND,YES
21374,25000,CERT,1,1688728425,successful,W1A65HQN9,2022/2023,nil,PRINTED,HND,NIL
21375,25000,CERT,1,1688728602,successful,78JSKC9QG,2022/2023,nil,UNPRINTED,ND,YES
21376,25000,CERT,1,1688728649,successful,78JSKC9QG,2022/2023,nil,PRINTED,HND,NIL
21377,25000,CERT,1,1688933449,successful,UGF2KP05S,2022/2023,nil,PRINTED,HND,NIL
21378,25000,CERT,1,1688736812,successful,NUQK76ACB,2022/2023,nil,PRINTED,ND,NIL
21379,25000,CERT,1,1688736960,successful,ACNM1VHRK,2022/2023,nil,PRINTED,HND,NIL
21380,10000,TRANS,1,1688738993,failed,NVP827UJ5,2022/2023,nil,UNPRINTED,ND,NIL
21381,25000,CERT,1,1688751290,successful,CNTW6HGVR,2022/2023,nil,UNPRINTED,ND,YES
21382,40000,TRANS,4,1688817258,failed,J5U97ECDA,2022/2023,nil,UNPRINTED,HND,NIL
21383,40000,TRANS,4,1688817301,failed,J5U97ECDA,2022/2023,nil,UNPRINTED,ND,NIL
21384,25000,CERT,1,1688817339,failed,U76RQD01M,2022/2023,nil,UNPRINTED,ND,NIL
21385,10000,TRANS,1,1688817433,failed,SUCG1ETB5,2022/2023,nil,UNPRINTED,HND,NIL
21386,10000,TRANS,1,1688817405,failed,U76RQD01M,2022/2023,nil,UNPRINTED,HND,NIL
21387,25000,CERT,1,1688828848,successful,U5GP8MDN4,2022/2023,nil,PRINTED,HND,NIL
21388,10000,TRANS,1,1688844928,successful,SECBD0FKV,2022/2023,nil,PRINTED,ND,NIL
21389,25000,CERT,1,1688847825,failed,N96A1EUDH,2022/2023,nil,UNPRINTED,HND,NIL
21390,25000,CERT,1,1688881003,successful,FCVED0P9U,2022/2023,nil,PRINTED,ND,NIL
21391,25000,CERT,1,1688881373,successful,G6AQS102R,2022/2023,nil,PRINTED,HND,NIL
21392,25000,CERT,1,1688905468,successful,8MVRKQS7D,2022/2023,nil,PRINTED,ND,NIL
21393,25000,CERT,1,1688924853,successful,VEMKQRT84,2022/2023,nil,PRINTED,ND,NIL
21394,25000,CERT,1,1688926150,successful,K0U14PDG8,2022/2023,nil,PRINTED,ND,NIL
21404,25000,CERT,1,1688982049,successful,JS0W0UPT9,2022/2023,nil,PRINTED,ND,NIL
21395,10000,TRANS,1,1688927900,failed,BTWP9RC82,2022/2023,nil,UNPRINTED,ND,NIL
21396,25000,CERT,1,1688931279,successful,B7TC8QSG9,2022/2023,nil,PRINTED,ND,NIL
21397,25000,CERT,1,1688931933,successful,J0P0N16BH,2022/2023,nil,PRINTED,HND,NIL
21398,10000,TRANS,1,1688932350,successful,DJGN89M61,2022/2023,nil,PRINTED,ND,NIL
21399,10000,TRANS,1,1688932699,successful,8REMGUWDV,2022/2023,nil,PRINTED,HND,NIL
21400,10000,TRANS,1,1688933758,successful,MWN506VTB,2022/2023,nil,PRINTED,HND,NIL
21401,10000,TRANS,1,1688934080,successful,NMJH09WK6,2022/2023,nil,PRINTED,ND,NIL
21402,25000,CERT,1,1688938155,failed,5C8ANGRJ6,2022/2023,nil,UNPRINTED,ND,NIL
21403,25000,CERT,1,1688968804,successful,NRJC6HE9T,2022/2023,nil,UNPRINTED,HND,NIL
21405,25000,CERT,1,1688979992,successful,FRUB9V640,2022/2023,nil,PRINTED,ND,YES
21406,25000,CERT,1,1688980300,successful,QWCR78KF2,2022/2023,nil,PRINTED,HND,NIL
21407,25000,CERT,1,1688981426,successful,0C04G7WN1,2022/2023,nil,PRINTED,HND,NIL
21408,25000,CERT,1,1688981878,successful,JV4WKE5PD,2022/2023,nil,PRINTED,ND,NIL
21410,25000,CERT,1,1688984816,failed,DFNJ0S7ET,2022/2023,nil,UNPRINTED,ND,NIL
21409,25000,CERT,1,1688982804,successful,4VCN17TG0,2022/2023,nil,PRINTED,ND,NIL
21411,25000,CERT,1,1688984915,successful,D40WMCF1S,2022/2023,nil,PRINTED,ND,YES
21416,10000,TRANS,1,1688986046,successful,K6D1RP500,2022/2023,nil,PRINTED,HND,NIL
21412,25000,CERT,1,1688985023,successful,82PDCNSWM,2022/2023,nil,PRINTED,ND,YES
21413,25000,CERT,1,1688985165,successful,HF106ATM9,2022/2023,nil,PRINTED,HND,NIL
21414,25000,CERT,1,1688985415,successful,89R4UC0J7,2022/2023,nil,PRINTED,HND,NIL
21415,10000,TRANS,1,1688985674,successful,ANJ0H98BD,2022/2023,nil,PRINTED,ND,NIL
21417,25000,CERT,1,1688986789,successful,ADJUKCVQS,2022/2023,nil,PRINTED,ND,NIL
21418,10000,TRANS,1,1688986960,successful,SDBTE4K62,2022/2023,nil,PRINTED,ND,NIL
21419,25000,CERT,1,1688987971,successful,MARVBK0T8,2022/2023,nil,UNPRINTED,ND,NIL
21420,25000,CERT,1,1688989883,successful,P18RH5FN0,2022/2023,nil,PRINTED,HND,NIL
21421,10000,TRANS,1,1688990435,failed,TD240MCQW,2022/2023,nil,UNPRINTED,ND,NIL
21422,25000,CERT,1,1688991094,successful,A40T9JEUD,2022/2023,nil,PRINTED,HND,NIL
21423,25000,CERT,1,1688991120,successful,T8S674C51,2022/2023,nil,PRINTED,HND,NIL
21425,10000,TRANS,1,1688991336,successful,HWGNVMQS1,2022/2023,nil,UNPRINTED,ND,NIL
21424,25000,CERT,1,1688991312,successful,MF21HAEG7,2022/2023,nil,PRINTED,ND,YES
21426,25000,CERT,1,1688992716,successful,J9KP07TGH,2022/2023,nil,PRINTED,ND,YES
21427,25000,CERT,1,1689079654,failed,NAW5KC9E4,2022/2023,nil,UNPRINTED,HND,NIL
21428,25000,CERT,1,1688995674,successful,70GVJDMBH,2022/2023,nil,PRINTED,ND,NIL
21429,25000,CERT,1,1688996278,successful,S4NA8RBWT,2022/2023,nil,PRINTED,ND,NIL
21430,25000,CERT,1,1688998268,successful,HDEN0P08R,2022/2023,nil,PRINTED,HND,NIL
21431,10000,TRANS,1,1688998539,successful,P0RKVH7F6,2022/2023,nil,PRINTED,HND,NIL
21432,25000,CERT,1,1688998940,successful,069MWTGK2,2022/2023,nil,PRINTED,ND,NIL
21433,25000,CERT,1,1688999407,successful,B7EMSCRW2,2022/2023,nil,PRINTED,ND,YES
21434,10000,TRANS,1,1689000133,successful,R0B8UKW0P,2022/2023,nil,PRINTED,ND,NIL
21435,10000,TRANS,1,1689059482,successful,UV07MHJ6D,2022/2023,nil,PRINTED,HND,NIL
21437,25000,CERT,1,1689065047,successful,6W7DJBTVC,2022/2023,nil,PRINTED,HND,NIL
21436,25000,CERT,1,1689060002,successful,N7DW2SC8Q,2022/2023,nil,PRINTED,ND,NIL
21438,25000,CERT,1,1689065331,successful,FSV9N6MGH,2022/2023,nil,PRINTED,HND,NIL
21439,25000,CERT,1,1689065570,successful,0CBV6NFKJ,2022/2023,nil,PRINTED,HND,NIL
21440,10000,TRANS,1,1689066006,successful,B8CAJGD1F,2022/2023,nil,PRINTED,HND,NIL
21441,25000,CERT,1,1689068109,successful,5QWDJ60VA,2022/2023,nil,PRINTED,HND,NIL
21442,25000,CERT,1,1689068353,successful,EJDMPQCWH,2022/2023,nil,UNPRINTED,ND,YES
21443,25000,CERT,1,1689068762,failed,QRC7KB210,2022/2023,nil,UNPRINTED,HND,NIL
21444,25000,CERT,1,1689069550,failed,R2PNWM08K,2022/2023,nil,UNPRINTED,HND,NIL
21445,25000,CERT,1,1689069598,successful,J6S4KFBPH,2022/2023,nil,PRINTED,ND,NIL
21446,25000,CERT,1,1689069648,failed,0REBGCD29,2022/2023,nil,UNPRINTED,HND,NIL
21447,25000,CERT,1,1689070309,successful,TVKRPEB06,2022/2023,nil,PRINTED,HND,NIL
21448,25000,CERT,1,1689084787,successful,TA105D2EV,2022/2023,nil,PRINTED,ND,NIL
21449,25000,CERT,1,1689070994,successful,HANG1RB0M,2022/2023,nil,PRINTED,ND,NIL
21450,25000,CERT,1,1689072801,successful,FKGWTJMV2,2022/2023,nil,PRINTED,ND,YES
21451,10000,TRANS,1,1689072998,successful,UTJ0NFE89,2022/2023,nil,PRINTED,HND,NIL
21452,10000,TRANS,1,1689075938,successful,4KCQU7PGR,2022/2023,nil,PRINTED,ND,NIL
21453,10000,TRANS,1,1689074265,successful,G6N1S7FUP,2022/2023,nil,PRINTED,HND,NIL
21454,25000,CERT,1,1689074374,successful,0GWH2BR4Q,2022/2023,nil,PRINTED,HND,NIL
21455,25000,CERT,1,1689075915,successful,E2JNB8SGK,2022/2023,nil,PRINTED,HND,YES
21550,25000,CERT,1,1689595518,successful,9HPW0FBSC,2022/2023,nil,PRINTED,ND,YES
21456,10000,TRANS,1,1689079336,successful,M0BR4JVAS,2022/2023,nil,PRINTED,HND,NIL
21457,25000,CERT,1,1689081467,successful,WVJ2P6RU5,2022/2023,nil,PRINTED,ND,NIL
21458,25000,CERT,1,1689081688,successful,2SA5K19VP,2022/2023,nil,PRINTED,HND,NIL
21459,25000,CERT,1,1689082211,successful,H8C090JN1,2022/2023,nil,PRINTED,ND,NIL
21460,25000,CERT,1,1689085572,successful,T9AWCVU64,2022/2023,nil,PRINTED,ND,NIL
21461,25000,CERT,1,1689089779,successful,VK9TSG54M,2022/2023,nil,PRINTED,HND,NIL
21462,25000,CERT,1,1689094132,successful,5QK0U47PW,2022/2023,nil,PRINTED,ND,NIL
21463,25000,CERT,1,1689139093,successful,DP4CS08E2,2022/2023,nil,PRINTED,HND,NIL
21464,10000,TRANS,1,1689146792,failed,GWFS5PCE1,2022/2023,nil,UNPRINTED,HND,NIL
21465,25000,CERT,1,1689150365,successful,SFCPE70VQ,2022/2023,nil,PRINTED,ND,YES
21466,10000,TRANS,1,1689152683,successful,AWNU5T42K,2022/2023,nil,PRINTED,HND,NIL
21467,25000,CERT,1,1689154841,successful,FS89NR5G7,2022/2023,nil,PRINTED,ND,NIL
21468,25000,CERT,1,1689156036,successful,06RDUPKQB,2022/2023,nil,PRINTED,ND,NIL
21470,25000,CERT,1,1689157369,successful,FDJ46B521,2022/2023,nil,PRINTED,ND,NIL
21469,25000,CERT,1,1689156170,successful,U7GT264QM,2022/2023,nil,PRINTED,ND,NIL
21471,25000,CERT,1,1689157829,successful,QNAS9D2HG,2022/2023,nil,PRINTED,ND,NIL
21474,25000,CERT,1,1689160193,successful,WAB1CESJH,2022/2023,nil,UNPRINTED,HND,NIL
21472,25000,CERT,1,1689158040,successful,29H6WK5U8,2022/2023,nil,PRINTED,ND,NIL
21473,25000,CERT,1,1689159112,successful,7SB8JF0NA,2022/2023,nil,PRINTED,ND,NIL
21475,25000,CERT,1,1689162265,successful,S4FCG100R,2022/2023,nil,UNPRINTED,ND,NIL
21476,25000,CERT,1,1689163626,successful,CNK5JV9G8,2022/2023,nil,UNPRINTED,ND,NIL
21477,25000,CERT,1,1689166491,successful,GC9VE5APJ,2022/2023,nil,PRINTED,ND,NIL
21478,10000,TRANS,1,1689167906,failed,PBC09N6MK,2022/2023,nil,UNPRINTED,HND,NIL
21479,10000,TRANS,1,1689168172,successful,E5GN90JC8,2022/2023,nil,PRINTED,HND,NIL
21480,25000,CERT,1,1689168654,successful,95SPEQFHK,2022/2023,nil,PRINTED,HND,NIL
21481,10000,TRANS,2,1693832775,failed,QEJHF0760,2022/2023,nil,UNPRINTED,ND,NIL
21482,25000,CERT,1,1689175667,successful,PBHVQS1WA,2022/2023,nil,PRINTED,ND,NIL
21488,25000,CERT,1,1689192189,successful,C5KES2TDH,2022/2023,nil,PRINTED,HND,NIL
21483,25000,CERT,1,1689180906,successful,0172PDHW9,2022/2023,nil,PRINTED,HND,NIL
21484,25000,CERT,1,1689189058,successful,AJGVNH42Q,2022/2023,nil,PRINTED,HND,NIL
21485,25000,CERT,1,1689186515,successful,7M0GBDHSW,2022/2023,nil,PRINTED,HND,YES
21490,25000,CERT,1,1689235083,successful,H7D4BACQ9,2022/2023,nil,PRINTED,ND,YES
21486,10000,TRANS,1,1689189185,successful,51HP006U8,2022/2023,nil,PRINTED,HND,NIL
21487,25000,CERT,1,1689189682,successful,KN0E64MUW,2022/2023,nil,PRINTED,ND,NIL
21489,25000,CERT,1,1689197403,successful,J174AK260,2022/2023,nil,PRINTED,HND,NIL
21491,25000,CERT,1,1689239845,failed,QW0UCSAFT,2022/2023,nil,UNPRINTED,ND,NIL
21492,25000,CERT,1,1689240310,successful,26TUGJP0A,2022/2023,nil,PRINTED,HND,NIL
21493,25000,CERT,1,1689244644,successful,00NREACK6,2022/2023,nil,PRINTED,ND,NIL
21494,25000,CERT,1,1689246195,successful,VEQM4DAG8,2022/2023,nil,PRINTED,ND,YES
21495,25000,CERT,1,1689247440,successful,6MBFEH5SJ,2022/2023,nil,PRINTED,ND,NIL
21496,25000,CERT,1,1689250275,successful,1M75BCG8H,2022/2023,nil,PRINTED,ND,NIL
21497,10000,TRANS,1,1689250982,successful,CD8BQ7PW2,2022/2023,nil,UNPRINTED,ND,NIL
21498,25000,CERT,1,1689251001,successful,EBMD0SUQ9,2022/2023,nil,PRINTED,ND,YES
21499,25000,CERT,1,1689251308,failed,UTRSHJ5F7,2022/2023,nil,UNPRINTED,HND,NIL
21500,10000,TRANS,1,1689251403,successful,E5KHAG61N,2022/2023,nil,UNPRINTED,HND,NIL
21501,25000,CERT,1,1689252747,successful,JS715WH0G,2022/2023,nil,PRINTED,HND,YES
21502,10000,TRANS,1,1689254424,successful,4GDECMKAF,2022/2023,nil,PRINTED,ND,NIL
21503,25000,CERT,1,1689254965,successful,RDH40MFVA,2022/2023,nil,PRINTED,ND,NIL
21504,10000,TRANS,1,1689257013,successful,RN8S7200K,2022/2023,nil,PRINTED,ND,NIL
21505,25000,CERT,1,1689258959,successful,C0JB0F259,2022/2023,nil,PRINTED,ND,NIL
21506,10000,TRANS,1,1689259145,successful,PD54ERBCS,2022/2023,nil,PRINTED,HND,NIL
21507,10000,TRANS,1,1689259195,successful,ATSD26G0E,2022/2023,nil,PRINTED,ND,NIL
21508,10000,TRANS,1,1689268440,failed,04QNMHKTR,2022/2023,nil,UNPRINTED,ND,NIL
21509,25000,CERT,1,1689314335,successful,2HPG5R1NB,2022/2023,nil,PRINTED,ND,YES
21510,10000,TRANS,1,1689322606,successful,T04G10RF5,2022/2023,nil,PRINTED,HND,NIL
21511,25000,CERT,1,1689341857,successful,086PKCJBQ,2022/2023,nil,PRINTED,ND,YES
21512,25000,CERT,1,1689339122,successful,DF8C54VJR,2022/2023,nil,PRINTED,HND,NIL
21513,10000,TRANS,1,1689432255,failed,VG2T50CWS,2022/2023,nil,UNPRINTED,ND,NIL
21514,10000,TRANS,1,1689432625,successful,C4ANUET0K,2022/2023,nil,UNPRINTED,ND,NIL
21515,25000,CERT,1,1689449330,successful,KW72UHEP8,2022/2023,nil,PRINTED,ND,NIL
21516,25000,CERT,1,1689488212,successful,VS0UR5WPJ,2022/2023,nil,UNPRINTED,HND,NIL
21517,10000,TRANS,1,1689495494,successful,NC15T8EQU,2022/2023,nil,PRINTED,HND,YES
21518,10000,TRANS,1,1689496490,successful,TBRFS0D7A,2022/2023,nil,PRINTED,ND,NIL
21519,10000,TRANS,1,1689508834,successful,BJ7P90A68,2022/2023,nil,PRINTED,HND,NIL
21520,25000,CERT,1,1689509983,failed,581GQT7WH,2022/2023,nil,UNPRINTED,ND,NIL
21521,25000,CERT,1,1689518808,successful,D1AFJNPGH,2022/2023,nil,PRINTED,ND,NIL
21522,10000,TRANS,1,1689523181,successful,AV6N2TBGH,2022/2023,nil,PRINTED,HND,YES
21523,25000,CERT,1,1689530344,successful,0CGW6TKPJ,2022/2023,nil,PRINTED,ND,YES
21524,25000,CERT,1,1689534154,failed,EW097B246,2022/2023,nil,UNPRINTED,ND,NIL
21525,25000,CERT,1,1689538306,successful,6P81TJD5W,2022/2023,nil,PRINTED,HND,NIL
21526,25000,CERT,1,1690885703,successful,PHK17QED0,2022/2023,nil,PRINTED,HND,NIL
21527,25000,CERT,1,1689568897,successful,GEN0JFS1R,2022/2023,nil,PRINTED,HND,NIL
21528,25000,CERT,1,1689577577,successful,QW975FM84,2022/2023,nil,PRINTED,HND,NIL
21529,25000,CERT,1,1689580229,successful,NHR0T7A02,2022/2023,nil,PRINTED,ND,YES
21530,10000,TRANS,1,1689580380,successful,MAHQ74P50,2022/2023,nil,PRINTED,ND,YES
21532,25000,CERT,1,1689581693,successful,4QE56MSWA,2022/2023,nil,UNPRINTED,HND,NIL
21531,25000,CERT,1,1689581407,successful,WS56D0P1M,2022/2023,nil,PRINTED,ND,NIL
21533,25000,CERT,1,1689582305,successful,W500S67HF,2022/2023,nil,PRINTED,ND,NIL
21534,10000,TRANS,1,1689582653,successful,EVU8NR0J4,2022/2023,nil,PRINTED,ND,NIL
21535,10000,TRANS,1,1689582878,successful,EJ8R19K7T,2022/2023,nil,PRINTED,HND,NIL
21536,25000,CERT,1,1689584973,successful,BSDHWGTE0,2022/2023,nil,PRINTED,ND,NIL
21537,25000,CERT,1,1689584995,successful,7B4P6HWUC,2022/2023,nil,PRINTED,ND,YES
21538,25000,CERT,1,1689585592,failed,FB00ADU2M,2022/2023,nil,UNPRINTED,ND,NIL
21539,25000,CERT,1,1689587113,successful,A2U8QMDEW,2022/2023,nil,PRINTED,ND,NIL
21540,25000,CERT,1,1689587953,successful,7PBD90TVQ,2022/2023,nil,PRINTED,ND,NIL
21541,25000,CERT,1,1689604704,successful,D0FT1AC2N,2022/2023,nil,PRINTED,ND,NIL
21542,25000,CERT,1,1689588684,successful,MDVAPS21H,2022/2023,nil,PRINTED,ND,NIL
21543,25000,CERT,1,1689588993,successful,HQTCG1PW6,2022/2023,nil,PRINTED,ND,NIL
21544,25000,CERT,1,1689589087,successful,TNEAB5MHD,2022/2023,nil,PRINTED,HND,NIL
21546,25000,CERT,1,1689590062,successful,RAH02QVDC,2022/2023,nil,UNPRINTED,HND,NIL
21545,25000,CERT,1,1689844078,successful,0S18NVHP0,2022/2023,nil,PRINTED,ND,YES
21547,25000,CERT,1,1689590439,successful,45DE72RVQ,2022/2023,nil,PRINTED,ND,YES
21548,25000,CERT,1,1689592622,successful,W960DAGR2,2022/2023,nil,PRINTED,HND,NIL
21549,25000,CERT,1,1689593672,failed,J0PGACK64,2022/2023,nil,UNPRINTED,ND,NIL
21551,25000,CERT,1,1689597302,successful,59SERG0FA,2022/2023,nil,PRINTED,ND,NIL
21552,25000,CERT,1,1689597345,successful,NVJQS07WA,2022/2023,nil,PRINTED,ND,YES
21553,10000,TRANS,1,1689597687,successful,W1B0KMP47,2022/2023,nil,PRINTED,ND,NIL
21554,25000,CERT,1,1689598963,successful,TQJHK0ARC,2022/2023,nil,PRINTED,ND,YES
21555,25000,CERT,1,1689601600,failed,GEUB1890F,2022/2023,nil,UNPRINTED,HND,NIL
21556,25000,CERT,1,1689607801,successful,AQRKDM5T4,2022/2023,nil,PRINTED,HND,NIL
21557,25000,CERT,1,1689608290,successful,P14N86JV2,2022/2023,nil,PRINTED,HND,NIL
21558,25000,CERT,1,1689625125,failed,S96H5UNRQ,2022/2023,nil,UNPRINTED,ND,NIL
21559,10000,TRANS,1,1689627754,successful,WNA7FE0RC,2022/2023,nil,PRINTED,ND,NIL
21563,25000,CERT,1,1689667913,successful,DEH8R4F1T,2022/2023,nil,UNPRINTED,ND,NIL
21560,10000,TRANS,1,1689630287,successful,AWCTRE0QP,2022/2023,nil,PRINTED,HND,NIL
21561,25000,CERT,1,1689664109,successful,JQAW1E06D,2022/2023,nil,PRINTED,ND,NIL
21562,25000,CERT,1,1689664378,successful,EP657VA1H,2022/2023,nil,PRINTED,ND,NIL
21564,25000,CERT,1,1689669435,successful,WSHKQFVUD,2022/2023,nil,PRINTED,HND,NIL
21565,25000,CERT,1,1689669811,successful,7W2D1GNH5,2022/2023,nil,PRINTED,HND,NIL
21566,25000,CERT,1,1689670435,successful,AQ7P4182S,2022/2023,nil,PRINTED,ND,NIL
21567,10000,TRANS,1,1689670515,successful,F028P46MH,2022/2023,nil,PRINTED,HND,NIL
21568,25000,CERT,1,1689671415,successful,C85WKPM4N,2022/2023,nil,PRINTED,HND,NIL
21569,10000,TRANS,1,1689671856,successful,B82QW07J9,2022/2023,nil,PRINTED,HND,NIL
21570,10000,TRANS,1,1689672239,successful,BEC58RT1Q,2022/2023,nil,PRINTED,ND,NIL
21571,25000,CERT,1,1689672751,successful,V7HBCDARK,2022/2023,nil,PRINTED,ND,NIL
21572,25000,CERT,1,1689673831,successful,P2W17CQD6,2022/2023,nil,PRINTED,ND,NIL
21574,10000,TRANS,1,1689674475,successful,CJU40K2WP,2022/2023,nil,PRINTED,ND,NIL
21573,25000,CERT,1,1689813489,successful,CMBGP4F7Q,2022/2023,nil,PRINTED,HND,NIL
21575,25000,CERT,1,1689675008,failed,R6HBM59JK,2022/2023,nil,UNPRINTED,ND,NIL
21576,10000,TRANS,1,1689675693,successful,MDTSCK1AQ,2022/2023,nil,PRINTED,ND,NIL
21577,25000,CERT,1,1689677410,successful,RG06BNQ4T,2022/2023,nil,PRINTED,ND,YES
21578,25000,CERT,1,1689677629,successful,8DETSBQFP,2022/2023,nil,PRINTED,ND,YES
21579,25000,CERT,1,1689678890,successful,BU9100DQF,2022/2023,nil,UNPRINTED,HND,NIL
21580,25000,CERT,1,1689680965,successful,HSCK9PU4R,2022/2023,nil,UNPRINTED,ND,NIL
21581,25000,CERT,1,1689681107,successful,R20BJSTDC,2022/2023,nil,PRINTED,ND,NIL
21582,25000,CERT,1,1689685535,failed,UJRCP0WMG,2022/2023,nil,UNPRINTED,ND,NIL
21583,25000,CERT,1,1689685995,successful,U054VFT0A,2022/2023,nil,PRINTED,ND,NIL
21584,25000,CERT,1,1689691244,successful,ARNT6FS14,2022/2023,nil,PRINTED,ND,NIL
21585,25000,CERT,1,1689691501,successful,61EM5K9G0,2022/2023,nil,UNPRINTED,HND,NIL
21586,25000,CERT,1,1689693050,failed,94N7F0HKJ,2022/2023,nil,UNPRINTED,HND,NIL
